img,niqe
./dis_6projections/00005_Sam006_Basics_006_simp_rate_0.10.obj/2.png,6.311588576
./dis_6projections/00005_Sam006_Basics_006_simp_rate_0.10.obj/3.png,6.019811427
./dis_6projections/00005_Sam006_Basics_006_simp_rate_0.10.obj/4.png,5.403829873
./dis_6projections/00005_Sam006_Basics_006_simp_rate_0.10.obj/5.png,7.800043031
./dis_6projections/00005_Sam006_Basics_006_simp_rate_0.20.obj/0.png,9.144224766
./dis_6projections/00005_Sam006_Basics_006_simp_rate_0.20.obj/1.png,6.760104856
./dis_6projections/00005_Sam006_Basics_006_simp_rate_0.20.obj/2.png,6.363966403
./dis_6projections/00005_Sam006_Basics_006_simp_rate_0.20.obj/3.png,5.814229798
./dis_6projections/00005_Sam006_Basics_006_simp_rate_0.20.obj/4.png,5.392371311
./dis_6projections/00005_Sam006_Basics_006_simp_rate_0.20.obj/5.png,7.468312044
./dis_6projections/00005_Sam006_Basics_006_simp_rate_0.40.obj/0.png,12.82214164
./dis_6projections/00005_Sam006_Basics_006_simp_rate_0.40.obj/1.png,6.794916563
./dis_6projections/00005_Sam006_Basics_006_simp_rate_0.40.obj/2.png,6.465954486
./dis_6projections/00005_Sam006_Basics_006_simp_rate_0.40.obj/3.png,5.747722772
./dis_6projections/00005_Sam006_Basics_006_simp_rate_0.40.obj/4.png,5.285595689
./dis_6projections/00005_Sam006_Basics_006_simp_rate_0.40.obj/5.png,7.847215833
./dis_6projections/00005_Sam006_Basics_006_sub_rate_02.obj/0.png,10.42231552
./dis_6projections/00005_Sam006_Basics_006_sub_rate_02.obj/1.png,6.890997062
./dis_6projections/00005_Sam006_Basics_006_sub_rate_02.obj/2.png,6.928270205
